geolocation_city,geolocation_state,total_orders,avg_lat,avg_lng
lagoinha do piauí,PI,1,-5.83736152435818,-42.6280274290776
laje do muriaé,RJ,1,-21.2108929815207,-42.1185407791096
lajeado,TO,1,-9.753702991664655,-48.355778305601746
lajeado grande,SC,1,-26.85762444633593,-52.56748084406709
sao pedro da agua branca,MA,1,-5.076683891323354,-48.41881401577945
sao pedro do butia,RS,1,-28.12459813786746,-54.89342720738442
sao pedro do iguacu,PR,1,-24.91407193493534,-53.88664990907251
sao pedro do sul,RS,1,-29.554610604083763,-54.21123284419048
sao rafael,RN,1,-5.803201126604432,-36.8862373339404
sao sebastiao,AL,1,-9.938980157317406,-36.55104362776034
lagoa do piaui,PI,1,-5.409658556365997,-42.64681246377987
lagoa dos patos,MG,1,-16.985899346747413,-44.589809914457916
carnaiba do sertao,BA,1,-9.589271582271095,-40.425445511064936
carnauba dos dantas,RN,1,-6.556878225755052,-36.59251248151928
sao luiz do norte,GO,1,-14.86324516749846,-49.32859487672178
sao martinho,RS,1,-27.709262466365587,-53.96379869489512
sao mateus de minas,MG,1,-22.707410124912013,-46.03526215592884
sao miguel do aleixo,SE,1,-10.386074758058108,-37.37878589064772
sao nicolau,RS,1,-28.185019434747986,-55.26145184364718
sao patricio,GO,1,-15.350684947467316,-49.81923618621308
macapá,AP,1,0.04836227554156624,-51.05369032315201
lencois,BA,1,-12.549771376744802,-41.384177801870244
leoberto leal,SC,1,-27.508298192526862,-49.289790233969136
leopoldo de bulhoes,GO,1,-16.619398610966368,-48.7517449118924
leopolis,PR,1,-23.079269903595492,-50.75015201417223
liberato salzano,RS,1,-27.60021804678033,-53.07488226167071
carmesia,MG,1,-19.086575734805603,-43.140982703708296
carmolandia,TO,1,-7.035135193916087,-48.396199949532765
lago verde,MA,1,-4.041771813184939,-44.93624756781053
lagoa,PB,1,-6.5904930396973835,-37.91558188547208
lagoa d'anta,RN,1,-6.390625125871321,-35.59786898939086
lagoa da canoa,AL,1,-9.827487317738328,-36.7417918595071
lagoa de sao francisco,PI,1,-4.392026961078054,-41.59335864969289
lagoa de velhos,RN,1,-6.000320081801697,-35.869540046256034
lagoa do mato,CE,1,-4.2386007227785445,-39.06652089566502
joselandia,MA,1,-4.981589066943498,-44.6994777972306
aramina,SP,1,-20.092201099659754,-47.79068484733614
arantina,MG,1,-21.91515898275318,-44.25360039856993
arapoema,TO,1,-7.656670780626437,-49.06430152660563
juripiranga,PB,1,-7.373340132679288,-35.23853209938073
juru,PB,1,-7.5370001945181935,-37.818491479962844
juruti,PA,1,-2.159039051529266,-56.08520031207944
jussara,PR,1,-23.622748095003274,-52.4701183751283
jussiape,BA,1,-13.514781739067578,-41.59315952462811
aquiraz,CE,1,-3.912322652354214,-38.376434985468876
aracatu,BA,1,-14.417742491973552,-41.44989365700188
aragoiânia,GO,1,-16.911487435484606,-49.44975502260816
araguacu,TO,1,-12.927970803068616,-49.82627300068317
araguaia,ES,1,-20.41550908384522,-40.64411836054274
araguana,MA,1,-2.9505096665532773,-45.66542619168681
araguaína,TO,1,-7.188659381423929,-48.192818535047564
arame,MA,1,-4.8897314492920385,-46.00677976876072
lamarao,BA,1,-11.795649902432892,-38.88365094145973
lamim,MG,1,-20.7880292437573,-43.47340340801194
laranja da terra,ES,1,-19.89303063005784,-41.05797353760605
laranjal,MG,1,-21.360767410544305,-42.47567237576673
laranjal,PR,1,-24.89180012781679,-52.477585702576036
lavrinhas,SP,1,-22.560121483523087,-44.918835172991606
sao sebastiao de campos,RJ,1,-20.757345182143844,-49.88184551275958
sao sebastiao do rio verde,MG,1,-22.218792498885527,-44.97777633323917
jeriquara,SP,1,-20.30830740964237,-47.59088430465742
ji-paraná,RO,1,-10.856143859081563,-61.95543264681952
jiquiriçá,BA,1,-13.25683774423046,-39.571749613751855
joaima,MG,1,-16.66919901915369,-41.025485685035314
joao dourado,BA,1,-11.347191540856294,-41.66100100991128
joaquim pires,PI,1,-3.505859167072549,-42.178031059879274
jose boiteux,SC,1,-26.95440887163616,-49.62913949985476
jardim de piranhas,RN,1,-6.379302647549049,-37.34972885146611
sede alvorada,PR,1,-24.82693999999998,-53.646109999999965
segredo,RS,1,-29.334054626519027,-52.97154232089777
selbach,RS,1,-28.630116022225685,-52.954191678007035
jatobá,MA,1,-5.8180833730979895,-44.225212658855405
jaupaci,GO,1,-16.18353920367387,-50.95324986097566
jenipapo de minas,MG,1,-17.09007626642221,-42.25089176360698
jequeri,MG,1,-20.457497164435612,-42.660050901275355
jerico,PB,1,-6.553129279184607,-37.8057202178639
sao vicente ferrer,MA,1,-2.8962932187548134,-44.88256672533718
sao vicente ferrer,PE,1,-7.594753577949214,-35.48780796387688
sapucaia,MG,1,-19.85215603337821,-42.207170118225434
sardoa,MG,1,-18.781920225896094,-42.36724227806817
sarutaia,SP,1,-23.274627877633094,-49.47703188494938
satiro dias,BA,1,-11.605014606657434,-38.5830938190747
saubara,BA,1,-12.743405333736474,-38.76874492304449
sebastiao leal,PI,1,-7.570047212577284,-44.063227109671274
josé da penha,RN,1,-6.318504058090043,-38.28506234932829
jucas,CE,1,-6.522041472264161,-39.524344660950156
cascalho rico,MG,1,-18.605312312450106,-47.88337089557223
caseiros,RS,1,-28.270965774313773,-51.69684129876076
cassia dos coqueiros,SP,1,-21.281131700398976,-47.16825995372357
castanheiras,RO,1,-11.428080744522138,-61.95102518259382
caturama,BA,1,-13.33127591278641,-42.293528970394576
sao tome,RN,1,-5.974232459053326,-36.075158879164356
serranopolis de minas,MG,1,-15.80955459225718,-42.87138430389349
jaguaracu,MG,1,-19.629369288110347,-42.74405406223332
jaguaribara,CE,1,-5.455589582541656,-38.46247635948483
jamaica,SP,1,-24.228585747957283,-46.883412703037685
jamapara,RJ,1,-22.20967741639542,-42.79476652613331
jampruca,MG,1,-18.47792820199582,-41.78336364970252
jandaia,GO,1,-17.079845152602317,-50.16028755276675
jandaira,BA,1,-11.56405313425723,-37.782920051485746
senhora dos remedios,MG,1,-21.0303632235979,-43.58426088487572
sento se,BA,1,-9.743372912976032,-41.86929985961934
serio,RS,1,-29.384209931797926,-52.270944085626844
serra azul,SP,1,-21.311947524606836,-47.564034300996234
serra bonita,MG,1,-15.214249489419505,-46.81573874501741
serra branca,PB,1,-7.494554491157478,-36.67626659145202
serra do salitre,MG,1,-19.111238303576517,-46.68169552127703
serra dos dourados,PR,1,-23.619535425600905,-53.38212068195976
centralina,MG,1,-18.585274922169962,-49.20061955483061
centro novo do maranhao,MA,1,-2.1758484000120535,-46.1677816777443
cerejeiras,RO,1,-13.19266482518763,-60.823111122927415
cerrito,RS,1,-31.851459616119794,-52.809165309348714
cerro grande,RS,1,-27.608345624559224,-53.166188436745145
senador cortes,MG,1,-21.804296451189625,-42.945876656304065
senador jose porfirio,PA,1,-2.615753501785348,-51.936138246790165
senador salgado filho,RS,1,-28.0257982976049,-54.54445219094282
jardim olinda,PR,1,-22.55257661345575,-52.037545966940456
caxambu do sul,SC,1,-27.157052787302774,-52.88536980002553
caxingo,PI,1,-3.42026003871809,-41.89405656910353
cedro,CE,1,-6.6046656923026275,-39.06183259002377
cedro do abaete,MG,1,-19.147111404098304,-45.714540087226354
centenario,TO,1,-8.958467204057293,-47.33711355000809
central,BA,1,-11.136698466979883,-42.106664284671474
central de santa helena,MG,1,-18.276242309677663,-42.997849388042006
sitio novo,MA,1,-5.8775143967415096,-46.70246440691378
sitio novo,RN,1,-6.10752907461681,-35.91378340816983
sobralia,MG,1,-19.229637667755448,-42.10188722081008
itatiba do sul,RS,1,-27.38373094718698,-52.45613166957615
itiquira,MT,1,-17.20584411495066,-54.14593314010621
cerro negro,SC,1,-27.796757499873838,-50.87310645895104
cezarina,GO,1,-16.979258470150114,-49.77081598750628
cha de alegria,PE,1,-7.997070277791265,-35.21069703695403
sertao santana,RS,1,-30.46095323367513,-51.60202109475423
sete de setembro,RS,1,-28.12866725720165,-54.45910180238341
severiano melo,RN,1,-5.787331662729001,-37.96391463750967
silvanopolis,TO,1,-11.162527976751385,-48.141224978837464
silveira carvalho,MG,1,-23.543365499999997,-46.889442
silveira martins,RS,1,-29.64531693920428,-53.58382548577273
simao pereira,MG,1,-21.96345207172735,-43.31445287096894
simplício mendes,PI,1,-7.85992109336715,-41.91030957747023
chorrocho,BA,1,-8.952778233808264,-39.08019965983603
itupiranga,PA,1,-5.135283145567654,-49.356353172885186
itutinga,MG,1,-21.297685556078413,-44.657642494807234
ivora,RS,1,-29.520498712729548,-53.5778998785527
jaboticatubas,MG,1,-19.50166679561941,-43.76724693633195
jacareacanga,PA,1,-6.222311870391277,-57.75944387571974
jacuizinho,RS,1,-29.03585279015905,-53.041768974762675
jacutinga,RS,1,-27.728956133348813,-52.536535128236906
jandaira,RN,1,-5.356608970361842,-36.12544395225942
janduis,RN,1,-6.0178115229838305,-37.407124140326125
japaratuba,SE,1,-10.591401022142428,-36.94273691848698
japaraíba,MG,1,-20.140374169496198,-45.50625738939019
japi,RN,1,-6.466574062489451,-35.94618002002062
japoata,SE,1,-10.349228947808689,-36.80432913245064
jaquirana,RS,1,-28.883974422816035,-50.35783289190218
jardim abc de goias,GO,1,-21.46782908813674,-56.171869203037616
itaoca,SP,1,-24.64010128808035,-48.83887484847451
cidelandia,MA,1,-5.173429220943391,-47.78618987724099
cipo,BA,1,-11.100453613828883,-38.51620756277988
ciriaco,RS,1,-28.343766191334545,-51.874689271327355
claraval,MG,1,-20.401546767101205,-47.28560867100957
claro dos pocoes,MG,1,-17.04383628389522,-44.206084191117945
coari,AM,1,-4.09374263540589,-63.14117324221792
cocalzinho de goias,GO,1,-15.763160003628366,-48.74471250222526
aparecida de monte alto,SP,1,-21.59533285617727,-48.12446105412283
aparecida do rio negro,TO,1,-9.950409822060305,-47.975271675045946
aporé,GO,1,-18.962628411703154,-51.92694163039694
apuarema,BA,1,-13.856428388404744,-39.744409767080825
aquidabã,SE,1,-10.284765595865087,-37.01929312421029
solânea,PB,1,-6.759474884371158,-35.657541623169536
itanhangá,MT,1,-12.230122745140665,-56.6483329182714
itanhém,BA,1,-17.153107268963442,-40.33242118872314
itaporanga d'ajuda,SE,1,-11.021379321312708,-37.324067404588725
itarema,CE,1,-2.9317494177419348,-39.90751859461361
antonina do norte,CE,1,-6.775232323102792,-39.98814021289837
antonio martins,RN,1,-6.2142660577689,-37.896717122442595
antunes,MG,1,-19.919078673746107,-44.70012328311897
antônio carlos,MG,1,-21.321140140855793,-43.75206467047847
antônio gonçalves,BA,1,-10.572745326309084,-40.27582593792593
aparecida d oeste,SP,1,-20.453716066262192,-50.88276638535785
cha grande,PE,1,-8.240181645927851,-35.4616923663824
chapadao do lageado,SC,1,-27.589692033684216,-49.55069677396388
charrua,RS,1,-27.95372179010726,-52.02551148985606
chaval,CE,1,-3.036271797499818,-41.2425001741348
chiapetta,RS,1,-27.91880318858005,-53.940581538542354
chorozinho,CE,1,-4.30979584870399,-38.492865173226576
itaparica,BA,1,-12.898324480246515,-38.66868381743051
itape,BA,1,-14.895676991964441,-39.42531918821103
são mamede,PB,1,-6.927411061854054,-37.096777820433296
são miguel das matas,BA,1,-13.047656931762493,-39.45439400184948
são miguel do anta,MG,1,-20.719422355699994,-42.7157808218408
isaías coelho,PI,1,-7.738536137932019,-41.67869040245638
itaara,RS,1,-29.5968016501597,-53.76801100248575
combinado,TO,1,-12.81540480809511,-46.550130269666916
comercinho,MG,1,-16.29716678761857,-41.79417306527858
conceicao da ibitipoca,MG,1,-16.975562820475375,-41.42995619322306
são bento abade,MG,1,-21.584694919516924,-45.071542777131924
são carlos do ivaí,PR,1,-23.316737345865434,-52.47715030617736
são domingos das dores,MG,1,-19.540845400652575,-42.04541052162104
são félix,BA,1,-12.606968335371109,-38.969289364592754
são félix do araguaia,MT,1,-11.609239495740091,-50.81710150700641
são joaquim do monte,PE,1,-8.434448652367916,-35.81065877344816
são josé do divino,PI,1,-3.811342009204952,-41.8317265701314
são joão da ponte,MG,1,-15.933809901772333,-44.00241608987296
itaguari,GO,1,-15.920650920587102,-49.60473019195852
itaicaba,CE,1,-4.686481431712241,-37.83091907935628
itaju do colonia,BA,1,-15.150717043705992,-39.68290974393466
itambe,PR,1,-23.658660754264183,-51.991129290623206
sulina,PR,1,-25.699912147716937,-52.72068813344798
suzanapolis,SP,1,-20.5008102090912,-51.02644096285529
são benedito do rio preto,MA,1,-3.3312850498501794,-43.52926992421663
são bentinho,PB,1,-6.891252231974976,-37.725352992323664
cocos,BA,1,-14.180373776936616,-44.535339897426226
coimbra,MG,1,-20.858008685826494,-42.801683564272906
coite do noia,AL,1,-9.636905726170337,-36.579648529187374
colinas,RS,1,-29.388253629228064,-51.86899308717813
itabirinha,MG,1,-18.565779951585817,-41.23564099878552
itacoatiara,AM,1,-3.1317886291397716,-58.431686830492836
itagimirim,BA,1,-16.088461861107803,-39.614366066579244
itaguacu da bahia,BA,1,-11.009287926007138,-42.398968396755905
independencia,CE,1,-5.395710522347874,-40.30955064934924
indianópolis,MG,1,-19.036754375909265,-47.91834736041107
indiaroba,SE,1,-11.522596449776403,-37.50900137028286
ingai,MG,1,-21.40247034075929,-44.92081235917165
ingá,PB,1,-7.290068210889992,-35.606067849889854
inhuma,PI,1,-6.666772166285078,-41.70839353165396
inocencia,MS,1,-19.74093790490921,-51.92984405697555
iomere,SC,1,-27.00190811571919,-51.24030088969536
angicos,RN,1,-5.66603171630403,-36.60327364407801
anguera,BA,1,-12.150285458856343,-39.245960093032245
angustura,MG,1,-21.868313548258158,-42.698740442406134
angélica,MS,1,-22.155563376147217,-53.77800467267233
anhandui,MS,1,-20.981461451885522,-54.503718322956225
anhembi,SP,1,-22.79055313296728,-48.1292283726356
anhumas,SP,1,-22.29612614613957,-51.387004974544936
são sebastião da amoreira,PR,1,-23.465016816917828,-50.76104049163858
ananas,TO,1,-6.3691057628978305,-48.0732415223337
anaurilândia,MS,1,-22.183762002558534,-52.71823908697343
andarai,BA,1,-12.787871113669794,-41.291232096591294
andre da rocha,RS,1,-28.632841075906104,-51.57346986434233
andrequice,MG,1,-18.25622999999996,-45.06661999999994
angelina,SC,1,-27.58206007230407,-48.98438664013937
angical,BA,1,-12.006384427285656,-44.698162626990054
angical do piaui,PI,1,-6.079023820168208,-42.736124286027476
conceicao do almeida,BA,1,-12.778657206588948,-39.167317707766905
conceicao do caninde,PI,1,-7.903116545431383,-41.56501653036158
ipiranga de goias,GO,1,-15.1730986160153,-49.67208721976931
ipiranga do norte,MT,1,-12.209356507067444,-56.139264782373736
ipiranga do sul,RS,1,-27.936725922298304,-52.42664404208648
ipueira,RN,1,-6.815904085880835,-37.19881332377273
ipupiara,BA,1,-11.819679206712275,-42.615964859907514
iretama,PR,1,-24.40993758440824,-52.10075796373303
contenda,PR,1,-25.679134708289812,-49.53535670561776
coqueiros do sul,RS,1,-28.118553226627522,-52.78245270110114
coracao de maria,BA,1,-12.229142870679011,-38.75779408975453
cordeiros,BA,1,-15.039252005168535,-41.93432529834638
coreau,CE,1,-3.565085492206122,-40.66259663868692
ilicinea,MG,1,-20.940577532886604,-45.82723735222764
ibitiara,BA,1,-12.620603869118954,-42.23648302399432
ibitira,BA,1,-14.205943535785892,-42.11626073203683
ilha dos valadares,PR,1,42.18400274298598,-8.723762147513938
ilha grande,PI,1,-2.852174529633772,-41.81217651338669
condeuba,BA,1,-14.89994608455309,-41.96984407904907
confins,MG,1,-19.63356602459755,-43.985429700271446
conquista d'oeste,MT,1,-14.551121886390101,-59.53240343967293
conrado,RJ,1,-22.546568160435157,-43.57884543837606
conselheiro mairinck,PR,1,-23.623575885991006,-50.1692756320779
constantina,RS,1,-27.73224275334704,-52.995015986814785
tangara,SC,1,-27.101525346173663,-51.24670885270848
taparuba,MG,1,-19.76348777029724,-41.613996982306276
tapera,RS,1,-28.627901293386625,-52.86988286131272
taperuaba,CE,1,-4.080853105930747,-39.94746353873209
tapinas,SP,1,-21.446557199012133,-48.78737039593602
tapuirama,MG,1,-18.947673738116595,-48.17591170124266
tapurah,MT,1,-12.730236325949065,-56.51946937964815
taquarana,AL,1,-9.647419962029984,-36.49400160914397
ipaumirim,CE,1,-6.790161423693346,-38.71890820584663
ipecaeta,BA,1,-12.311407125375581,-39.30950897255724
tabuleiro do norte,CE,1,-5.249525498974742,-38.12931202446786
tacaratu,PE,1,-9.104113252980355,-38.128680389513896
tacuru,MS,1,-23.63513947116163,-55.017107463670186
taiacu,SP,1,-21.143847427879898,-48.510864977366786
tamandare,PE,1,-8.753783812248033,-35.111756344228056
tamboara,PR,1,-23.19956290910682,-52.499539370185424
tecainda,SP,1,-22.002037882381078,-51.13586076317752
teixeira,PB,1,-7.223482249942097,-37.25336131178926
iaras,SP,1,-22.871975474331105,-49.15636520455567
ibarama,RS,1,-29.42229433913953,-53.12734721645147
ibema,PR,1,-25.11697346722494,-53.01516267584668
ibertioga,MG,1,-21.433481249136186,-43.96320596072962
ibiajara,BA,1,13.001420173555276,-23.583939075194326
ibiara,PB,1,-7.503534731556231,-38.40753533783616
amargosa,BA,1,-13.027915958035509,-39.60169104219675
america dourada,BA,1,-11.45534706517941,-41.45792194795551
americano,PA,1,-1.3052957844724087,-48.04698260876136
americo de campos,SP,1,-20.299358944929477,-49.73264497409821
amontada,CE,1,-3.3654681773745936,-39.83000034505478
amparo da serra,MG,1,-20.50873879690439,-42.80091590525793
anage,BA,1,-14.611360791492,-41.13638283709852
tavares,RS,1,-31.284256536049984,-51.08718013091004
igrapiuna,BA,1,-13.822787464806243,-39.14218825449215
iguatu,PR,1,-24.713108555774742,-53.08699618874637
taquaruçu do sul,RS,1,-27.39956191046567,-53.466850054192726
alvorada d'oeste,RO,1,-11.349470744463781,-62.2869731930518
alvorada do gurguéia,PI,1,-8.45259799999995,-43.94154833333329
amanari,CE,1,-3.504514941264218,-39.57289793990247
amapá do maranhão,MA,1,-1.6740152531915955,-46.01075156612798
amarante,PI,1,-6.242804734400218,-42.853531041069
ibitita,BA,1,-11.543743190919164,-41.9756783146835
ibitiuva,SP,1,-19.886870655426726,-47.01635693205662
icaraima,PR,1,-23.39316294263535,-53.61950269661658
icatu,MA,1,-2.775034274041348,-44.05948689662217
igapora,BA,1,-13.775638024760488,-42.71408353477745
igarape-acu,PA,1,-1.1279582637701353,-47.61973920741049
igarape-miri,PA,1,-1.9798988374210003,-48.959710972774644
igaratinga,MG,1,-19.95489936249545,-44.70769798991146
terezinha,PE,1,-9.056296752793855,-36.624215131826155
termas de ibira,SP,1,-21.081026351979624,-49.24164245159575
terra nova,PE,1,-8.228592955312184,-39.3767517175978
tibau do sul,RN,1,-6.229605315019039,-35.05831771890231
tiradentes do sul,RS,1,-27.39309950021365,-54.08802409490898
guaraciaba,SC,1,-26.599020645880792,-53.52117874337839
